site name,site id,ccamlr region,Longitude EPSG:4326,Latitude EPSG:4326,common name,day,month,year,season starting,count,accuracy,count type,vantage,reference,notes
Point Wordie,PTWD,48.1,-55.328,-61.245,gentoo penguin,Unknown,Unknown,1988,1988,2192,1,nests,ground,"<strong>Petry, M.V., F.C.L. Valls, E.S. Petersen, J.V.G. Finger, and L. Kr&uuml;ger. </strong><i> 2018</i>. Population trends of seabirds at Stinker Point, Elephant Island, Maritime Antarctica. Antarctic Science doi: 10.1017/S0954102018000135.",Estimated accuracy.
Point Wordie,PTWD,48.1,-55.328,-61.245,gentoo penguin,Unknown,Unknown,1991,1991,1929,1,nests,ground,"<strong>Petry, M.V., F.C.L. Valls, E.S. Petersen, J.V.G. Finger, and L. Kr&uuml;ger. </strong><i> 2018</i>. Population trends of seabirds at Stinker Point, Elephant Island, Maritime Antarctica. Antarctic Science doi: 10.1017/S0954102018000135.",Estimated accuracy.
Point Wordie,PTWD,48.1,-55.328,-61.245,gentoo penguin,Unknown,Unknown,2009,2009,915,1,nests,ground,"<strong>Petry, M.V., F.C.L. Valls, E.S. Petersen, J.V.G. Finger, and L. Kr&uuml;ger. </strong><i> 2018</i>. Population trends of seabirds at Stinker Point, Elephant Island, Maritime Antarctica. Antarctic Science doi: 10.1017/S0954102018000135.",Estimated accuracy.
Point Wordie,PTWD,48.1,-55.328,-61.245,gentoo penguin,Unknown,Unknown,2010,2010,905,1,nests,ground,"<strong>Petry, M.V., F.C.L. Valls, E.S. Petersen, J.V.G. Finger, and L. Kr&uuml;ger. </strong><i> 2018</i>. Population trends of seabirds at Stinker Point, Elephant Island, Maritime Antarctica. Antarctic Science doi: 10.1017/S0954102018000135.",Estimated accuracy.
Point Wordie,PTWD,48.1,-55.328,-61.245,gentoo penguin,Unknown,Unknown,2011,2011,1652,1,nests,ground,"<strong>Petry, M.V., F.C.L. Valls, E.S. Petersen, J.V.G. Finger, and L. Kr&uuml;ger. </strong><i> 2018</i>. Population trends of seabirds at Stinker Point, Elephant Island, Maritime Antarctica. Antarctic Science doi: 10.1017/S0954102018000135.",Estimated accuracy.
Point Wordie,PTWD,48.1,-55.328,-61.245,gentoo penguin,Unknown,Unknown,2012,2012,1507,1,nests,ground,"<strong>Petry, M.V., F.C.L. Valls, E.S. Petersen, J.V.G. Finger, and L. Kr&uuml;ger. </strong><i> 2018</i>. Population trends of seabirds at Stinker Point, Elephant Island, Maritime Antarctica. Antarctic Science doi: 10.1017/S0954102018000135.",Estimated accuracy.
Point Wordie,PTWD,48.1,-55.328,-61.245,gentoo penguin,Unknown,Unknown,2013,2013,1242,1,nests,ground,"<strong>Petry, M.V., F.C.L. Valls, E.S. Petersen, J.V.G. Finger, and L. Kr&uuml;ger. </strong><i> 2018</i>. Population trends of seabirds at Stinker Point, Elephant Island, Maritime Antarctica. Antarctic Science doi: 10.1017/S0954102018000135.",Estimated accuracy.
Py Point,PYPT,48.1,-63.5974,-64.8792,gentoo penguin,22,1,1983,1982,1030,1,nests,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.",Called Doumer Island in original source.
Py Point,PYPT,48.1,-63.5974,-64.8792,gentoo penguin,15,1,2009,2008,2804,4,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Py Point,PYPT,48.1,-63.5974,-64.8792,gentoo penguin,27,1,2010,2009,2355,3,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Quinton Point (north),QPTN,48.1,-63.636667,-64.314444,chinstrap penguin,27,12,1983,1983,8000,5,adults,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.",None
Quinton Point (north),QPTN,48.1,-63.636667,-64.314444,gentoo penguin,27,12,1983,1983,42,1,nests,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.",None
Rip Point,RIPP,48.1,-59.001,-62.235,gentoo penguin,21,1,1966,1965,10000,5,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
Rip Point,RIPP,48.1,-59.001,-62.235,chinstrap penguin,1,2,1987,1986,18350,4,adults,ground,"<strong>Shuford, W. D. and B. Spear, </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island, Antarctica. British Antarctic Survey Bulletin 81:19-30.",None
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,chinstrap penguin,11,2,1987,1986,5000,4,adults,ground,"<strong>Shuford, W. D. and B. Spear, </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island, Antarctica. British Antarctic Survey Bulletin 81:19-30.",None
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,chinstrap penguin,15,12,2012,2012,2780,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,gentoo penguin,9,1,2013,2012,711,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,gentoo penguin,15,12,2012,2012,916,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,gentoo penguin,15,12,2012,2012,902,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,chinstrap penguin,5,12,2014,2014,3283,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,chinstrap penguin,17,12,2014,2014,3292,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,gentoo penguin,5,12,2014,2014,1054,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,gentoo penguin,17,12,2014,2014,910,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,chinstrap penguin,15,12,2016,2016,2889,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,gentoo penguin,15,12,2016,2016,917,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,28,1,1987,1986,202,1,chicks,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.",None
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,Unknown,Unknown,1988,1988,214,1,nests,ground,"<strong>Woehler, E. J. and J. P. Croxall, </strong><i> 1997</i>. The status and trends of Antarctic and sub-Antarctic seabirds. Marine Ornithology 25:43-66.",None
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,29,12,1992,1992,384,1,nests,ground,"<strong>Aguirre, C. A., </strong><i> 1995</i>. Distribution and abundance of birds at Potter Peninsula, 25 de Mayo (King George) Island, South Shetland Islands, Antarctica. Marine Ornithology 23:23-31. ",None
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,Unknown,Unknown,1994,1994,445,2,nests,ground,"<strong>Woehler, E. J. and J. P. Croxall, </strong><i> 1997</i>. The status and trends of Antarctic and sub-Antarctic seabirds. Marine Ornithology 25:43-66.",None
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,19,2,2008,2007,538,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,26,12,2007,2007,328,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,12,2,2009,2008,301,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,7,12,2008,2008,155,3,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,13,1,2010,2009,319,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,16,2,2010,2009,434,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,5,12,2012,2012,271,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,24,12,2013,2013,161,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,12,1,2015,2014,400,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,16,1,2016,2015,389,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,23,12,2015,2015,458,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,28,12,2016,2016,392,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,24,1,2018,2017,431,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,11,1,2019,2018,441,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
San Eliado Point,SANE,48.1,-63.1166,-64.844,gentoo penguin,Unknown,Unknown,1988,1988,150,3,nests,ground,"<strong>Woehler, E. J. and J. P. Croxall, </strong><i> 1997</i>. The status and trends of Antarctic and sub-Antarctic seabirds. Marine Ornithology 25:43-66.",Previously called Bryde Island 'north'.
San Eliado Point,SANE,48.1,-63.1166,-64.844,gentoo penguin,13,12,2010,2010,245,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
San Eliado Point,SANE,48.1,-63.1166,-64.844,gentoo penguin,6,1,2019,2018,168,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Saxum Nunatak,SAXU,48.1,-56.0533,-63.1367,adelie penguin,22,12,2005,2005,150,4,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Saxum Nunatak,SAXU,48.1,-56.0533,-63.1367,gentoo penguin,22,12,2005,2005,540,4,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,15,12,2007,2007,133,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,15,12,2007,2007,362,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,23,1,2009,2008,258,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,26,12,2009,2009,146,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,26,12,2009,2009,429,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,24,12,2011,2011,183,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,24,12,2011,2011,416,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,4,12,2012,2012,144,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,13,12,2012,2012,133,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,4,12,2012,2012,224,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,13,12,2012,2012,292,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,3,1,2014,2013,109,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,14,12,2013,2013,103,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,3,1,2014,2013,422,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,14,12,2013,2013,472,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,16,1,2015,2014,88,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,25,1,2015,2014,116,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,14,12,2014,2014,220,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,16,1,2015,2014,658,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,25,1,2015,2014,646,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,14,12,2014,2014,582,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,24,2,2016,2015,86,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,13,12,2015,2015,118,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,24,2,2016,2015,538,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,13,12,2015,2015,737,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,12,1,2017,2016,60,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,12,12,2016,2016,59,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,24,12,2016,2016,81,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,12,1,2017,2016,595,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,12,12,2016,2016,604,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,24,12,2016,2016,614,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,1,1,2018,2017,63,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,1,1,2018,2017,618,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,11,1,2019,2018,47,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,9,12,2018,2018,56,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,11,1,2019,2018,356,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,9,12,2018,2018,155,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,2,2,1987,1986,20800,2,adults,ground,"<strong>Shuford, W. D. and B. Spear, </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island, Antarctica. British Antarctic Survey Bulletin 81:19-30.",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,7,1,1997,1996,6907,1,nests,ground,"<strong>Hucke-Gaete, R., D. Torres, and V. Vallejos, </strong><i> 1997</i>. Population size and distribution of <i>Pygoscelis Antarctica</i> and <i>P. papua</i> at Cape Shirreff, Livingston Island, Antarctica (1996/97 Season). 62, Commission for the Conservation of Antarctic Marine Living Resources, San Diego, United States. 7",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,3,2,1997,1996,8802,1,chicks,ground,"<strong>Hucke-Gaete, R., D. Torres, and V. Vallejos, </strong><i> 1997</i>. Population size and distribution of <i>Pygoscelis Antarctica</i> and <i>P. papua</i> at Cape Shirreff, Livingston Island, Antarctica (1996/97 Season). 62, Commission for the Conservation of Antarctic Marine Living Resources, San Diego, United States. 7",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,7,1,1997,1996,682,1,nests,ground,"<strong>Hucke-Gaete, R., D. Torres, and V. Vallejos, </strong><i> 1997</i>. Population size and distribution of <i>Pygoscelis Antarctica</i> and <i>P. papua</i> at Cape Shirreff, Livingston Island, Antarctica (1996/97 Season). 62, Commission for the Conservation of Antarctic Marine Living Resources, San Diego, United States. 7",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,3,2,1997,1996,825,1,chicks,ground,"<strong>Hucke-Gaete, R., D. Torres, and V. Vallejos, </strong><i> 1997</i>. Population size and distribution of <i>Pygoscelis Antarctica</i> and <i>P. papua</i> at Cape Shirreff, Livingston Island, Antarctica (1996/97 Season). 62, Commission for the Conservation of Antarctic Marine Living Resources, San Diego, United States. 7",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,5,2,1998,1997,7936,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i>1998</i>. AMLR 1997/98 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,3,12,1997,1997,7617,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i>1998</i>. AMLR 1997/98 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,5,2,1998,1997,910,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i>1998</i>. AMLR 1997/98 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,3,12,1997,1997,810,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i>1998</i>. AMLR 1997/98 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,8,2,1999,1998,8774,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 1999</i>. AMLR 1998/99 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,30,11,1998,1998,7581,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 1999</i>. AMLR 1998/99 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,8,2,1999,1998,1013,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 1999</i>. AMLR 1998/99 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,30,11,1998,1998,830,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 1999</i>. AMLR 1998/99 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,8,2,2000,1999,9226,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2001a</i>. AMLR 1999/2000 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
